exposures,theta,conversions
"[110, 231, 948]","[0.04681744050275885, 0.10322775721388479, 0.13110887052944664]","[7, 25, 128]"
"[110, 231, 949]","[0.09788038438539022, 0.128105378178237, 0.11091913385269682]","[7, 25, 128]"
"[110, 232, 949]","[0.03921018258598949, 0.0645389205443547, 0.11068046496648744]","[7, 25, 128]"
"[110, 232, 950]","[0.036050531426107424, 0.10036433525925914, 0.12575229808249463]","[7, 25, 128]"
"[110, 232, 951]","[0.042044400387255376, 0.08135306406947682, 0.13372692445924553]","[7, 25, 129]"
"[110, 232, 952]","[0.049722123185411374, 0.12710818882919706, 0.1186705753353109]","[7, 25, 129]"
"[110, 233, 952]","[0.04437043587350864, 0.10100837100648721, 0.12324533243986449]","[7, 25, 129]"
"[110, 233, 953]","[0.15448215821391864, 0.13917936819594895, 0.10839278739425273]","[7, 25, 130]"
"[111, 233, 953]","[0.0960608822765717, 0.0976166662274908, 0.11301088458075124]","[8, 25, 130]"
"[111, 233, 954]","[0.035693890165188716, 0.11757081068082872, 0.10810986424523195]","[8, 25, 130]"
"[111, 234, 954]","[0.01906340418467827, 0.123955470273529, 0.13574891006050038]","[8, 25, 130]"
"[111, 234, 955]","[0.05851116256636312, 0.09445860683092581, 0.1128887532171247]","[8, 25, 130]"
"[111, 234, 956]","[0.045720080407904755, 0.12596983465280498, 0.1129320466763155]","[8, 25, 130]"
"[111, 235, 956]","[0.12135739838538234, 0.09591069204784554, 0.13869020137722143]","[8, 25, 130]"
"[111, 235, 957]","[0.051854883598647025, 0.09230494171826287, 0.1042100296437639]","[8, 25, 130]"
"[111, 235, 958]","[0.14430183247967834, 0.11775968992865529, 0.11079121157945106]","[8, 25, 130]"
"[112, 235, 958]","[0.07977490335839837, 0.0907869970490871, 0.11630153795512918]","[8, 25, 130]"
"[112, 235, 959]","[0.10490338288825805, 0.11180274051693487, 0.12442196085683647]","[8, 25, 131]"
"[112, 235, 960]","[0.039322102336431256, 0.11404701267222009, 0.13608538594322056]","[8, 25, 132]"
"[112, 235, 961]","[0.08184276973334145, 0.10102158413122274, 0.13086124811506017]","[8, 25, 132]"
"[112, 235, 962]","[0.06556926127192075, 0.0847318651759339, 0.11213185372879175]","[8, 25, 132]"
"[112, 235, 963]","[0.08149283307936049, 0.10986094713630559, 0.12799156779927154]","[8, 25, 132]"
"[112, 235, 964]","[0.0907557324516661, 0.12003331872610953, 0.09657363280662425]","[8, 25, 132]"
"[112, 236, 964]","[0.08352357205737729, 0.08128020071465339, 0.12044513453561131]","[8, 25, 132]"
"[112, 236, 965]","[0.07745519921129324, 0.07934743502935394, 0.12961595195304254]","[8, 25, 132]"
"[112, 236, 966]","[0.04506912875218021, 0.0742481358576618, 0.12474941504203549]","[8, 25, 132]"
"[112, 236, 967]","[0.0715781007428603, 0.12779901397686239, 0.13884460502260798]","[8, 25, 132]"
"[112, 236, 968]","[0.06390020989349407, 0.09578531354396234, 0.10945113548138379]","[8, 25, 132]"
"[112, 236, 969]","[0.0614147961518173, 0.09011368442320497, 0.12549752937381004]","[8, 25, 132]"
"[112, 236, 970]","[0.09756324286997019, 0.0907116770668582, 0.12196250106277715]","[8, 25, 132]"
"[112, 236, 971]","[0.06205711280942809, 0.0701847906804368, 0.1173753734623749]","[8, 25, 132]"
"[112, 236, 972]","[0.0653137858401903, 0.12634863948639471, 0.1203065307392438]","[8, 25, 132]"
"[112, 237, 972]","[0.07687087740518096, 0.10620345544978134, 0.12447485506748536]","[8, 25, 132]"
"[112, 237, 973]","[0.09158280716627308, 0.09956358967312118, 0.12933332754350663]","[8, 25, 132]"
"[112, 237, 974]","[0.050717995691021485, 0.0918686662558969, 0.12398184485477448]","[8, 25, 133]"
"[112, 237, 975]","[0.07286578247135701, 0.07865677421504627, 0.12356026941328535]","[8, 25, 133]"
"[112, 237, 976]","[0.045064396819580355, 0.08135424501937777, 0.10849706573371357]","[8, 25, 133]"
"[112, 237, 977]","[0.11888947098154402, 0.08414204033548497, 0.12090067024699809]","[8, 25, 133]"
"[112, 237, 978]","[0.1296465889853514, 0.11266179307358896, 0.12318488297710975]","[8, 25, 134]"
"[113, 237, 978]","[0.07015584963048323, 0.09853311584796472, 0.12242061882659672]","[8, 25, 134]"
"[113, 237, 979]","[0.08522300368364404, 0.0939116600269185, 0.12167247183246954]","[8, 25, 135]"
"[113, 237, 980]","[0.08013483553894121, 0.08673322602373017, 0.11671684992853346]","[8, 25, 135]"
"[113, 237, 981]","[0.0781109731891837, 0.1311360847605053, 0.1390388866852658]","[8, 25, 136]"
"[113, 237, 982]","[0.08189085323033002, 0.10011748186925609, 0.1097929153722648]","[8, 25, 136]"
"[113, 237, 983]","[0.07594632279854399, 0.1595806062659199, 0.1319012893409777]","[8, 25, 136]"
"[113, 238, 983]","[0.11577654611251702, 0.08376613513808537, 0.133441681810198]","[8, 25, 136]"
"[113, 238, 984]","[0.06501358634724796, 0.05576575009321551, 0.12247036024311504]","[8, 25, 136]"
"[113, 238, 985]","[0.08612658091855345, 0.11043198459541419, 0.13077233079340325]","[8, 25, 136]"
"[113, 238, 986]","[0.11231621759528745, 0.11821141464173968, 0.11167699181364259]","[8, 25, 136]"
"[113, 239, 986]","[0.11585106425678342, 0.08240439917142553, 0.1256776443115515]","[8, 25, 136]"
"[113, 239, 987]","[0.09692218639412845, 0.06625988032301965, 0.10925964539441907]","[8, 25, 136]"
"[113, 239, 988]","[0.03622023666757733, 0.10172663715955554, 0.11205304500294819]","[8, 25, 136]"
"[113, 239, 989]","[0.05116430969524737, 0.12350193753648188, 0.11079300907634955]","[8, 25, 136]"
"[113, 240, 989]","[0.04711255638354839, 0.09224410917620965, 0.12785685998996602]","[8, 25, 136]"
"[113, 240, 990]","[0.047841251242910596, 0.09932458733429148, 0.12314796436233724]","[8, 25, 136]"
"[113, 240, 991]","[0.10563097082275529, 0.08802295368980055, 0.12011709368837095]","[8, 25, 136]"
"[113, 240, 992]","[0.10823856585632935, 0.0841136406690893, 0.1129560067005602]","[8, 25, 136]"
"[113, 240, 993]","[0.10957565435919721, 0.09216891109772399, 0.12202978028254599]","[8, 25, 136]"
"[113, 240, 994]","[0.07175034229099968, 0.0864561608888938, 0.11128972996331106]","[8, 25, 136]"
"[113, 240, 995]","[0.04534432539275796, 0.0808221249685998, 0.11915529373129781]","[8, 25, 137]"
"[113, 240, 996]","[0.09672688416845052, 0.12790779042590958, 0.1212764035785831]","[8, 25, 137]"
"[113, 241, 996]","[0.038435167933071425, 0.08574564282131351, 0.13457548970775823]","[8, 25, 137]"
"[113, 241, 997]","[0.06708193929290134, 0.11167330328624803, 0.12438044213096795]","[8, 25, 137]"
"[113, 241, 998]","[0.0659001910456895, 0.07692899845771388, 0.1323266684562347]","[8, 25, 137]"
"[113, 241, 999]","[0.098974234133644, 0.10878161309231019, 0.12009906719793377]","[8, 25, 138]"
"[113, 241, 1000]","[0.03941998890927377, 0.08472139863309747, 0.1111866469853953]","[8, 25, 138]"
"[113, 241, 1001]","[0.0718913836893272, 0.1000892708066456, 0.14363060368510325]","[8, 25, 138]"
"[113, 241, 1002]","[0.05937993498403891, 0.07034561921093888, 0.11101510049985303]","[8, 25, 138]"
"[113, 241, 1003]","[0.07977916325510809, 0.08953107062367074, 0.11324118256840511]","[8, 25, 138]"
"[113, 241, 1004]","[0.04252573921444609, 0.11022701590489031, 0.12883273301707446]","[8, 25, 138]"
"[113, 241, 1005]","[0.05347448701984348, 0.10784174299963935, 0.10733440527446833]","[8, 25, 138]"
"[113, 242, 1005]","[0.06272187269346244, 0.08860611374567755, 0.11983015156355327]","[8, 25, 138]"
"[113, 242, 1006]","[0.04853999196942798, 0.10039498769812398, 0.13511370349351523]","[8, 25, 138]"
"[113, 242, 1007]","[0.06066029812479923, 0.0980620039371279, 0.1340011424781583]","[8, 25, 138]"
"[113, 242, 1008]","[0.05103011650883461, 0.11084208387227315, 0.11598824046620052]","[8, 25, 139]"
"[113, 242, 1009]","[0.08009105732995407, 0.05559825075159526, 0.1278099200693576]","[8, 25, 139]"
"[113, 242, 1010]","[0.0524309143942423, 0.1125053413094575, 0.11307778037281972]","[8, 25, 139]"
"[113, 242, 1011]","[0.11579904656241148, 0.062099991113286075, 0.11611375064577313]","[8, 25, 140]"
"[113, 242, 1012]","[0.09547114402433017, 0.10723089190498351, 0.11973720938705565]","[8, 25, 140]"
"[113, 242, 1013]","[0.07261144660864474, 0.08981884553595902, 0.13431139093855923]","[8, 25, 140]"
"[113, 242, 1014]","[0.0745520968764961, 0.07294711823535605, 0.1158217477418599]","[8, 25, 140]"
"[113, 242, 1015]","[0.09800175523725005, 0.11034045518704112, 0.12958638888443433]","[8, 25, 140]"
"[113, 242, 1016]","[0.09671597320121327, 0.10381233812085985, 0.12453604830770458]","[8, 25, 140]"
"[113, 242, 1017]","[0.09066564230058236, 0.08044696714088248, 0.11986345742913737]","[8, 25, 140]"
"[113, 242, 1018]","[0.11060060258920294, 0.09990991463995734, 0.09611652297480552]","[8, 25, 140]"
"[114, 242, 1018]","[0.09011138934145027, 0.05967883542618623, 0.12484727868978601]","[8, 25, 140]"
"[114, 242, 1019]","[0.12484009901035253, 0.08344094608231517, 0.13148596111849134]","[8, 25, 140]"
"[114, 242, 1020]","[0.06715312530926569, 0.09767482145405579, 0.11246537720131912]","[8, 25, 140]"
"[114, 242, 1021]","[0.06460038634541235, 0.09397553915458362, 0.12422644186988868]","[8, 25, 140]"
"[114, 242, 1022]","[0.044340330934788515, 0.09226669921972674, 0.11480333103435253]","[8, 25, 140]"
"[114, 242, 1023]","[0.14772990544025077, 0.06784918251332553, 0.11667388115919151]","[8, 25, 140]"
"[115, 242, 1023]","[0.05618858476045861, 0.10452375696210277, 0.11454597425134089]","[8, 25, 140]"
"[115, 242, 1024]","[0.04864925513783051, 0.058291448769216866, 0.09840188154971224]","[8, 25, 140]"
"[115, 242, 1025]","[0.07826575218607922, 0.08502356882704727, 0.11716918728116676]","[8, 25, 140]"
"[115, 242, 1026]","[0.08624320180050148, 0.08955267396320812, 0.12248021165267522]","[8, 25, 140]"
"[115, 242, 1027]","[0.05858486266164019, 0.07797068976420778, 0.12415896820329848]","[8, 25, 140]"
"[115, 242, 1028]","[0.060270535278282425, 0.1028618746786222, 0.11529771264986231]","[8, 25, 140]"
"[115, 242, 1029]","[0.04561881712395955, 0.069937338565041, 0.12285777727791035]","[8, 25, 140]"
"[115, 242, 1030]","[0.11377009549314097, 0.13047814854200043, 0.11253591548654485]","[8, 25, 140]"
"[115, 243, 1030]","[0.12516606432597296, 0.11747249800998338, 0.12621590713604916]","[8, 25, 140]"
"[115, 243, 1031]","[0.08571169767193546, 0.07942846249291834, 0.11251615657668894]","[8, 25, 140]"
"[115, 243, 1032]","[0.08890711875910977, 0.08590448563928732, 0.11858142624190005]","[8, 25, 140]"
"[115, 243, 1033]","[0.10641170815191198, 0.06914833454424588, 0.10773808363804019]","[8, 25, 140]"
"[115, 243, 1034]","[0.0849237888550497, 0.11536504741460836, 0.1273432604968028]","[8, 25, 140]"
"[115, 243, 1035]","[0.09065230755562204, 0.10559894138288436, 0.11743763190967806]","[8, 25, 140]"
"[115, 243, 1036]","[0.10258986855574663, 0.10040988679473162, 0.10199714219441185]","[8, 25, 140]"
"[116, 243, 1036]","[0.0700660364801006, 0.10159034845284104, 0.11404548836535418]","[8, 25, 140]"
"[116, 243, 1037]","[0.11553851449702131, 0.08106337083503465, 0.11802897478452581]","[8, 25, 140]"
"[116, 243, 1038]","[0.06582716407340349, 0.11604751362255947, 0.11547431998902304]","[8, 25, 140]"
"[116, 244, 1038]","[0.0756610427839078, 0.0988389670852045, 0.12579042053620723]","[8, 26, 140]"
"[116, 244, 1039]","[0.052846305411586664, 0.05831105398827479, 0.123311233666754]","[8, 26, 140]"
"[116, 244, 1040]","[0.060135136305400794, 0.10253471926784508, 0.12226886868688318]","[8, 26, 141]"
"[116, 244, 1041]","[0.07613971546786209, 0.10163975413217576, 0.12574064959273598]","[8, 26, 141]"
"[116, 244, 1042]","[0.044969196125418755, 0.0839898814762161, 0.11553279885282813]","[8, 26, 142]"
"[116, 244, 1043]","[0.06958529006668636, 0.10696045097984677, 0.13408718317445392]","[8, 26, 142]"
"[116, 244, 1044]","[0.06295743912611683, 0.07786687011342065, 0.10740592502346259]","[8, 26, 142]"
"[116, 244, 1045]","[0.09571671225067031, 0.06933293943206356, 0.12214634533036905]","[8, 26, 142]"
"[116, 244, 1046]","[0.08212306268754634, 0.11141957596873125, 0.10946083089401408]","[8, 26, 142]"
"[116, 245, 1046]","[0.07420862374039744, 0.09781654901041312, 0.12861240585202138]","[8, 26, 142]"
"[116, 245, 1047]","[0.04848651888196236, 0.08802315830917846, 0.10328211581405491]","[8, 26, 142]"
"[116, 245, 1048]","[0.06302306745837348, 0.08704887669606552, 0.11947758500487408]","[8, 26, 142]"
"[116, 245, 1049]","[0.08314547624429917, 0.10321814162047371, 0.12006861084915701]","[8, 26, 142]"
"[116, 245, 1050]","[0.07661029899950626, 0.09136180371513067, 0.11474753181981655]","[8, 26, 142]"
"[116, 245, 1051]","[0.04685456242746701, 0.11491469404010643, 0.12223041796382686]","[8, 26, 143]"
"[116, 245, 1052]","[0.06369424063082367, 0.09554615411498948, 0.12503938135775763]","[8, 26, 143]"
"[116, 245, 1053]","[0.13035968616445, 0.07885789986758192, 0.10717364789885116]","[8, 26, 143]"
"[117, 245, 1053]","[0.05642202495447026, 0.13444039685338008, 0.1334111709894419]","[8, 26, 143]"
"[117, 246, 1053]","[0.05541706462684006, 0.11093266367209942, 0.12603176843404584]","[8, 26, 143]"
"[117, 246, 1054]","[0.04242733273735444, 0.09502352131171359, 0.11209559726835917]","[8, 26, 143]"
"[117, 246, 1055]","[0.06147284418072059, 0.10943130129354349, 0.11980575684357059]","[8, 26, 143]"
"[117, 246, 1056]","[0.06031619306010484, 0.12496872373608171, 0.13109018265835495]","[8, 26, 143]"
"[117, 246, 1057]","[0.028288693710327988, 0.07289667086084582, 0.11706215427363445]","[8, 26, 143]"
"[117, 246, 1058]","[0.05622690602600768, 0.09096796984261005, 0.12935209975800113]","[8, 26, 143]"
"[117, 246, 1059]","[0.09103138473350174, 0.10427648366302428, 0.11869926441287003]","[8, 26, 143]"
"[117, 246, 1060]","[0.0738368729102264, 0.08649847638956552, 0.11587382673142317]","[8, 26, 143]"
"[117, 246, 1061]","[0.0728022168001105, 0.0843165773076345, 0.1104985346749847]","[8, 26, 143]"
"[117, 246, 1062]","[0.10169944484547565, 0.09947677831879087, 0.12422971739900958]","[8, 26, 143]"
"[117, 246, 1063]","[0.08343223437505075, 0.11583907684404106, 0.12842130065772617]","[8, 26, 144]"
"[117, 246, 1064]","[0.05477697821948965, 0.07291660368789908, 0.1161674391924167]","[8, 26, 145]"
"[117, 246, 1065]","[0.05268471967022815, 0.09667624301425475, 0.11739176621919624]","[8, 26, 145]"
"[117, 246, 1066]","[0.07567036042398875, 0.10460427454511428, 0.11581565559750596]","[8, 26, 145]"
"[117, 246, 1067]","[0.03352533128528975, 0.11309751884220018, 0.12088987632421322]","[8, 26, 145]"
"[117, 246, 1068]","[0.09416357382870134, 0.11339183165641631, 0.11246012280933547]","[8, 26, 145]"
"[117, 247, 1068]","[0.05028446673629009, 0.13119619088037854, 0.12185724389436944]","[8, 26, 145]"
"[117, 248, 1068]","[0.07947841800730748, 0.09484521258371147, 0.12178408793449182]","[8, 26, 145]"
"[117, 248, 1069]","[0.06931845111168386, 0.07245981889814754, 0.12512558333143578]","[8, 26, 145]"
"[117, 248, 1070]","[0.06263336807968779, 0.10204233799153707, 0.11739385937396492]","[8, 26, 145]"
"[117, 248, 1071]","[0.06848655660443731, 0.12508912352728868, 0.11581456711335167]","[8, 26, 145]"
"[117, 249, 1071]","[0.08170439701869586, 0.08473292166848657, 0.11024543388103493]","[8, 26, 145]"
"[117, 249, 1072]","[0.09639846424666675, 0.11491960804768522, 0.12737656834736988]","[8, 26, 145]"
"[117, 249, 1073]","[0.08037082891039347, 0.10256378570859094, 0.1271708898594028]","[8, 26, 146]"
"[117, 249, 1074]","[0.05848341947653109, 0.0889667327183414, 0.11428462247724089]","[8, 26, 147]"
"[117, 249, 1075]","[0.09513652015878059, 0.09883274309895117, 0.1347548867795368]","[8, 26, 147]"
"[117, 249, 1076]","[0.05317751286819252, 0.11583756407186553, 0.1078873028026523]","[8, 26, 147]"
"[117, 250, 1076]","[0.07859350756195244, 0.09920130535802042, 0.12515807720179198]","[8, 26, 147]"
"[117, 250, 1077]","[0.0631988417550854, 0.0732030171797981, 0.11298951955646622]","[8, 26, 147]"
"[117, 250, 1078]","[0.09683724070764364, 0.09287799257908885, 0.13421082619220334]","[8, 26, 147]"
"[117, 250, 1079]","[0.0868951262401448, 0.10574069408391407, 0.11178056719823241]","[8, 26, 147]"
"[117, 250, 1080]","[0.05920342924463975, 0.09016455324164424, 0.10896911919828818]","[8, 26, 147]"
"[117, 250, 1081]","[0.04766427754265108, 0.07961929509009935, 0.11046292953921769]","[8, 26, 147]"
"[117, 250, 1082]","[0.07832306643326595, 0.09663202569175006, 0.12023565402962258]","[8, 26, 147]"
"[117, 250, 1083]","[0.08670020677239001, 0.10640911542774435, 0.11486188299289789]","[8, 26, 148]"
"[117, 250, 1084]","[0.02790943789688986, 0.10069172969351406, 0.1261307466072773]","[8, 26, 148]"
"[117, 250, 1085]","[0.055381277581623055, 0.09304172794667633, 0.11625906840858043]","[8, 26, 148]"
"[117, 250, 1086]","[0.07660853131987333, 0.10480247070113778, 0.11944892622510435]","[8, 26, 148]"
"[117, 250, 1087]","[0.07115257003590426, 0.0900664732249992, 0.10509622999027535]","[8, 26, 149]"
"[117, 250, 1088]","[0.04911796398088769, 0.1162327124510914, 0.12876103941229144]","[8, 26, 149]"
"[117, 250, 1089]","[0.11241357971474018, 0.10762725604174395, 0.12382351177035668]","[8, 26, 149]"
"[117, 250, 1090]","[0.11744610778287183, 0.10198289709269025, 0.11247894469739166]","[8, 26, 149]"
"[118, 250, 1090]","[0.038767362667724736, 0.09536490411949887, 0.11023203727182558]","[8, 26, 149]"
"[118, 250, 1091]","[0.03316195724301988, 0.08973934711423102, 0.12724199455451193]","[8, 26, 149]"
"[118, 250, 1092]","[0.06218365882686988, 0.09135412843997393, 0.11036360534098898]","[8, 26, 149]"
"[118, 250, 1093]","[0.04045910459712001, 0.14006367463540215, 0.12527389196999766]","[8, 26, 149]"
"[118, 251, 1093]","[0.07394771628629697, 0.0929661103844839, 0.1137227577937231]","[8, 26, 149]"
"[118, 251, 1094]","[0.06568480765553215, 0.11880474944716014, 0.11112795131529628]","[8, 26, 149]"
"[118, 252, 1094]","[0.052587250137221375, 0.08188392264839256, 0.1267259724105622]","[8, 26, 149]"
"[118, 252, 1095]","[0.07887675237173322, 0.09673728387412708, 0.13431576121353422]","[8, 26, 149]"
"[118, 252, 1096]","[0.08421713750971466, 0.1044680658907398, 0.11554368659990236]","[8, 26, 149]"
"[118, 252, 1097]","[0.09124733976142385, 0.11356493933524207, 0.10784455293775248]","[8, 26, 149]"
"[118, 253, 1097]","[0.06396722021566001, 0.10454650150387586, 0.12675533771559133]","[8, 26, 149]"
"[118, 253, 1098]","[0.09590573571588921, 0.08203059295014115, 0.13301221080922707]","[8, 26, 149]"
"[118, 253, 1099]","[0.05972700129973523, 0.08997462753103729, 0.1168813813388452]","[8, 26, 149]"
"[118, 253, 1100]","[0.09164465317976939, 0.10294033789180762, 0.1213029797519254]","[8, 26, 149]"
"[118, 253, 1101]","[0.08339231285483681, 0.13729346312541102, 0.12515699566769145]","[8, 26, 149]"
"[118, 254, 1101]","[0.06513262658862905, 0.0871865704422232, 0.12898907605672064]","[8, 26, 149]"
"[118, 254, 1102]","[0.04941412048272958, 0.10873103644961424, 0.12380642806447446]","[8, 26, 149]"
"[118, 254, 1103]","[0.05773892802228713, 0.10750300778261551, 0.12949265767535256]","[8, 26, 150]"
"[118, 254, 1104]","[0.0750776205747319, 0.07454188808557417, 0.11948745090094627]","[8, 26, 150]"
"[118, 254, 1105]","[0.04617579876810225, 0.12603327826173163, 0.12543868301119013]","[8, 26, 150]"
"[118, 255, 1105]","[0.06407158927888867, 0.08629393570072855, 0.1141921263558468]","[8, 26, 150]"
"[118, 255, 1106]","[0.06154531281242843, 0.09067777700745054, 0.1145413970393414]","[8, 26, 150]"
